חודש,"מחוז למ""ס",סמל ישוב,יישוב,"סה""כ דורשי עבודה",גברים,נשים,אקדמאים,אינם אקדמאים,הבטחת הכנסה,דורשי עבודה שאינם עובדים,השמות מתוך הפניות,שיעור אבטלה מוערך ביישוב
2013-11,הצפון,812,שלומי,246,106,140,10,236,136,237,6,7%
2013-11,הצפון,538,שעב,519,208,311,1,518,454,518,2,18%
2013-11,הצפון,8800,שפרעם,2003,757,1246,23,1980,1683,1986,16,12%
2013-11,חיפה,2710,אום אל-פחם,3751,1495,2256,17,3734,3274,3697,3,18%
2013-11,חיפה,1020,אור עקיבא,596,236,360,45,551,217,577,10,6%
2013-11,חיפה,6000,באקה אל-גרביה,726,337,389,3,723,473,718,16,6%
2013-11,חיפה,9800,בנימינה-גבעת עדה*,241,90,151,56,185,62,240,1,4%
2013-11,חיפה,1326,"בסמ""ה",423,174,249,3,420,354,420,1,11%
2013-11,חיפה,541,ג'סר א-זרקא,424,227,197,0,424,303,421,2,7%
2013-11,חיפה,628,ג'ת,262,131,131,13,249,151,261,8,5%
2013-11,חיפה,494,דאלית אל-כרמל,508,212,296,11,497,304,496,8,7%
2013-11,חיפה,9300,זכרון יעקב,265,116,149,58,207,59,265,0,3%
2013-11,חיפה,6500,חדרה,2501,1037,1464,252,2249,958,2441,52,5%
2013-11,חיפה,4000,חיפה,6727,3173,3554,1002,5725,3598,6537,191,5%
2013-11,חיפה,1247,חריש,24,13,11,4,20,8,20,0,1%
2013-11,חיפה,2100,טירת כרמל,744,357,387,20,724,444,732,18,7%
2013-11,חיפה,654,כפר קרע,407,174,233,6,401,242,403,9,5%
2013-11,חיפה,1327,מעלה עירון,926,357,569,5,921,803,919,4,16%
2013-11,חיפה,2500,נשר,490,236,254,79,411,192,482,10,4%
2013-11,חיפה,534,עספיא,340,134,206,10,330,178,336,3,6%
2013-11,חיפה,637,ערערה,580,221,359,6,574,410,569,11,7%
2013-11,חיפה,537,פוריידיס,408,196,212,8,400,272,403,0,8%
2013-11,חיפה,7800,פרדס חנה-כרכור,864,408,456,107,757,278,851,16,4%
2013-11,חיפה,6800,קריית אתא,1714,771,943,113,1601,930,1693,56,6%
2013-11,חיפה,9500,קריית ביאליק,1206,507,699,122,1084,609,1198,43,6%
2013-11,חיפה,2300,קריית טבעון,182,81,101,54,128,46,179,2,2%
2013-11,חיפה,9600,קריית ים,1609,748,861,127,1482,973,1588,45,7%
2013-11,חיפה,8200,קריית מוצקין,1111,465,646,123,988,517,1095,26,5%
2013-11,חיפה,922,רכסים,144,60,84,7,137,72,135,1,4%
2013-11,ירושלים,472,אבו גוש,255,128,127,6,249,182,254,3,9%
2013-11,ירושלים,2610,בית שמש,1379,623,756,85,1294,547,1333,35,4%
2013-11,ירושלים,3000,ירושלים,12160,5393,6767,1293,10867,7259,11911,162,4%
2013-11,ירושלים,1015,מבשרת ציון,384,172,212,61,323,162,381,4,3%
2013-11,ירושלים,1137,קריית יערים,35,18,17,4,31,18,34,0,3%
2013-11,תל אביב,2400,אור יהודה,865,409,456,33,832,268,827,37,4%
2013-11,תל אביב,565,אזור,185,102,83,24,161,32,182,3,3%
2013-11,תל אביב,6100,בני ברק,2416,1169,1247,105,2311,1376,2345,34,4%
2013-11,תל אביב,6200,בת ים,3424,1624,1800,377,3047,1256,3316,97,5%
2013-11,תל אביב,6300,גבעתיים,754,337,417,252,502,103,747,7,3%
2013-11,תל אביב,6400,הרצלייה,1092,472,620,257,835,31,1078,31,2%
2013-11,תל אביב,6600,חולון,3366,1596,1770,431,2935,863,3290,83,3%
2013-11,תל אביב,2620,קריית אונו,440,187,253,95,345,46,435,2,2%
2013-11,תל אביב,8600,רמת גן,2203,1017,1186,532,1671,456,2161,27,3%
2013-11,תל אביב,2650,רמת השרון,385,164,221,120,265,7,381,9,2%
2013-11,תל אביב,5000,תל אביב -יפו,8258,4064,4194,2096,6162,2416,8109,114,3%
2013-12,אזור יהודה והשומרון,3760,אורנית,108,45,63,39,69,3,107,0,2%
2013-12,אזור יהודה והשומרון,3750,אלפי מנשה,120,57,63,18,102,5,119,1,3%
2013-12,אזור יהודה והשומרון,3560,אלקנה,36,17,19,18,18,2,35,2,2%
2013-12,אזור יהודה והשומרון,3650,אפרת,44,25,19,10,34,1,44,1,1%
2013-12,אזור יהודה והשומרון,3570,אריאל,368,174,194,49,319,87,364,1,4%
2013-12,אזור יהודה והשומרון,3574,בית אל,61,24,37,15,46,18,60,3,3%
2013-12,אזור יהודה והשומרון,3652,בית אריה,62,23,39,10,52,3,62,0,3%
2013-12,אזור יהודה והשומרון,3780,ביתר עילית,531,246,285,7,524,229,528,6,5%
2013-12,אזור יהודה והשומרון,3730,גבעת זאב,186,80,106,40,146,40,185,2,3%
2013-12,אזור יהודה והשומרון,3769,הר אדר,32,15,17,12,20,3,32,0,2%
2013-12,אזור יהודה והשומרון,3797,מודיעין עילית,462,164,298,24,438,91,451,9,3%
2013-12,אזור יהודה והשומרון,3616,מעלה אדומים,715,302,413,48,667,211,706,15,4%
2013-12,אזור יהודה והשומרון,3660,עמנואל,72,41,31,0,72,49,71,2,6%
2013-12,אזור יהודה והשומרון,3557,קדומים,38,21,17,11,27,9,38,0,2%
2013-12,אזור יהודה והשומרון,3611,קריית ארבע,112,56,56,13,99,61,109,4,4%
2013-12,אזור יהודה והשומרון,3640,קרני שומרון,97,58,39,14,83,13,95,2,3%
2013-12,הדרום,31,אופקים,1343,586,757,75,1268,852,1319,39,10%
2013-12,הדרום,2600,אילת,1529,692,837,46,1483,580,1494,53,5%
2013-12,הדרום,70,אשדוד,7124,2972,4152,716,6408,3540,6970,234,6%
2013-12,הדרום,7100,אשקלון,4393,1840,2553,380,4013,2371,4086,100,6%
2013-12,הדרום,9000,באר שבע,7409,3326,4083,858,6551,4394,7183,182,7%
2013-12,הדרום,2200,דימונה,2204,968,1236,116,2088,1396,2137,59,12%
2013-12,הדרום,1303,חורה,816,361,455,4,812,750,808,2,21%
2013-12,הדרום,831,ירוחם,483,224,259,15,468,270,463,19,10%
2013-12,הדרום,1059,כסיפה,1023,436,587,2,1021,914,1009,3,23%
2013-12,הדרום,1271,להבים,57,24,33,22,35,5,56,2,2%
2013-12,הדרום,1060,לקיה,1006,449,557,0,1006,938,1001,4,25%
2013-12,הדרום,1268,מיתר,67,29,38,21,46,8,64,0,2%
2013-12,הדרום,99,מצפה רמון,285,119,166,10,275,173,270,13,11%
2013-12,הדרום,246,נתיבות,1143,506,637,46,1097,574,1105,61,8%
2013-12,הדרום,666,עומר,58,25,33,19,39,7,57,0,1%
2013-12,הדרום,2560,ערד,908,428,480,89,819,452,868,41,7%
2013-12,הדרום,1192,ערערה-בנגב,1021,432,589,2,1019,939,1011,18,25%
2013-12,הדרום,2630,קריית גת,2272,941,1331,121,2151,1310,2226,42,8%
2013-12,הדרום,1034,קריית מלאכי,1300,584,716,21,1279,765,1259,53,11%
2013-12,הדרום,1161,רהט,3280,1372,1908,4,3276,2826,3256,46,18%
2013-12,הדרום,1286,שגב-שלום,565,223,342,0,565,469,560,5,22%
2013-12,הדרום,1031,שדרות,1164,528,636,38,1126,653,1125,21,9%
2013-12,הדרום,1054,תל שבע,1251,616,635,0,1251,1142,1240,11,26%
2013-12,המרכז,182,אבן יהודה,170,74,96,51,119,20,168,2,3%
2013-12,המרכז,41,אליכין,70,37,33,7,63,18,67,3,4%
2013-12,המרכז,1309,אלעד,440,215,225,28,412,109,432,8,4%
2013-12,המרכז,2530,באר יעקב,278,116,162,60,218,58,277,6,3%
2013-12,המרכז,466,בית דגן,113,67,46,17,96,46,112,1,3%
2013-12,המרכז,1066,"בני עי""ש",180,82,98,15,165,71,178,6,5%
2013-12,המרכז,681,גבעת שמואל,302,146,156,88,214,70,293,2,3%
2013-12,המרכז,2550,גדרה,391,162,229,59,332,108,381,6,3%
2013-12,המרכז,627,ג'לג'וליה,92,40,52,1,91,57,86,2,3%
2013-12,המרכז,166,גן יבנה,380,166,214,38,342,102,372,9,3%
2013-12,המרכז,229,גני תקווה,209,99,110,47,162,24,208,2,3%
2013-12,המרכז,9700,הוד השרון,713,306,407,213,500,71,704,8,3%
2013-12,המרכז,1290,זמר,195,65,130,1,194,129,193,9,7%
2013-12,המרכז,2730,טייבה,2101,914,1187,15,2086,1761,2042,35,12%
2013-12,המרכז,2720,טירה,365,172,193,8,357,183,354,9,3%
2013-12,המרכז,2660,יבנה,1000,464,536,91,909,376,984,32,4%
2013-12,המרכז,9400,יהוד,561,247,314,83,478,82,546,21,4%
2013-12,המרכז,1224,כוכב יאיר,100,42,58,41,59,1,98,5,2%
2013-12,המרכז,633,כפר ברא,38,22,16,2,36,18,37,1,3%
2013-12,המרכז,168,כפר יונה,332,161,171,58,274,70,327,4,3%
2013-12,המרכז,6900,כפר סבא,1333,611,722,333,1000,183,1313,19,3%
2013-12,המרכז,634,כפר קאסם,278,145,133,2,276,152,274,2,3%
2013-12,המרכז,7000,לוד,2315,1067,1248,153,2162,1222,2273,45,6%
2013-12,המרכז,1200,מודיעין-מכבים-רעות*,1089,479,610,305,784,64,1057,26,3%
2013-12,המרכז,28,מזכרת בתיה,153,60,93,31,122,37,151,2,2%
2013-12,המרכז,7200,נס ציונה,750,326,424,165,585,213,746,8,3%
2013-12,המרכז,7400,נתניה,4643,2198,2445,596,4047,1649,4532,104,4%
2013-12,המרכז,587,סביון*,23,7,16,9,14,0,23,0,1%
2013-12,המרכז,171,פרדסייה,86,36,50,16,70,8,85,0,2%
2013-12,המרכז,7900,פתח תקווה,4306,1925,2381,812,3494,1102,4237,55,4%
2013-12,המרכז,195,קדימה-צורן,268,118,150,61,207,46,264,1,3%
2013-12,המרכז,638,קלנסווה,827,333,494,5,822,684,797,11,10%
2013-12,המרכז,469,קריית עקרון,337,166,171,25,312,137,336,1,6%
2013-12,המרכז,2640,ראש העין,792,392,400,88,704,169,777,10,3%
2013-12,המרכז,8300,ראשון לציון,4472,2051,2421,790,3682,1423,4431,96,3%
2013-12,המרכז,8400,רחובות,2668,1212,1456,483,2185,1020,2605,46,4%
2013-12,המרכז,8500,רמלה,1876,891,985,106,1770,793,1806,58,5%
2013-12,המרכז,8700,רעננה,833,405,428,263,570,68,827,5,2%
2013-12,המרכז,1304,שוהם,182,76,106,71,111,8,181,0,2%
2013-12,המרכז,154,תל מונד,156,68,88,51,105,20,156,0,3%
2013-12,הצפון,473,אבו סנאן,755,309,446,6,749,616,750,14,13%
2013-12,הצפון,478,אכסאל,545,233,312,13,532,464,536,2,10%
2013-12,הצפון,529,אעבלין,638,250,388,4,634,528,632,11,12%
2013-12,הצפון,482,בועיינה-נוג'ידאת,435,189,246,3,432,350,421,0,11%
2013-12,הצפון,4001,בוקעאתא,406,159,247,4,402,344,391,0,15%
2013-12,הצפון,998,ביר אל-מכסור,438,177,261,1,437,340,434,5,12%
2013-12,הצפון,480,בית ג'ן,413,131,282,11,402,308,405,1,8%
2013-12,הצפון,9200,בית שאן,849,374,475,16,833,420,829,51,8%
2013-12,הצפון,944,בסמת טבעון,233,115,118,2,231,171,232,3,8%
2013-12,הצפון,483,בענה,399,155,244,3,396,335,396,7,12%
2013-12,הצפון,1292,ג'דיידה-מכר,1472,628,844,6,1466,1255,1461,31,17%
2013-12,הצפון,485,ג'ולס,214,67,147,1,213,157,214,2,8%
2013-12,הצפון,487,ג'ש (גוש חלב),71,37,34,1,70,34,70,7,4%
2013-12,הצפון,489,דבורייה,410,181,229,14,396,314,405,3,10%
2013-12,הצפון,490,דייר אל-אסד,398,160,238,10,388,324,396,11,8%
2013-12,הצפון,492,דייר חנא,649,278,371,13,636,495,647,5,14%
2013-12,הצפון,975,זרזיר,323,148,175,3,320,223,307,5,11%
2013-12,הצפון,496,חורפיש,126,52,74,5,121,66,122,3,5%
2013-12,הצפון,2034,חצור הגלילית,339,138,201,14,325,156,316,17,7%
2013-12,הצפון,6700,טבריה,1872,842,1030,65,1807,1109,1627,52,8%
2013-12,הצפון,962,טובא-זנגרייה,381,165,216,2,379,258,371,5,13%
2013-12,הצפון,498,טורעאן,547,204,343,8,539,475,523,9,10%
2013-12,הצפון,8900,טמרה,2039,850,1189,17,2022,1790,2012,20,15%
2013-12,הצפון,1295,יאנוח-ג'ת,171,66,105,6,165,109,167,7,6%
2013-12,הצפון,46,יבנאל,167,112,55,7,160,128,146,0,9%
2013-12,הצפון,499,יפיע,671,297,374,12,659,526,662,14,9%
2013-12,הצפון,240,יקנעם עילית,560,215,345,45,515,173,551,35,5%
2013-12,הצפון,502,ירכא,557,226,331,0,557,448,554,5,10%
2013-12,הצפון,504,כאבול,710,294,416,9,701,614,703,4,15%
2013-12,הצפון,505,כאוכב אבו אל-היג'א,236,104,132,5,231,196,236,2,14%
2013-12,הצפון,1296,כסרא-סמיע,228,92,136,6,222,166,222,3,7%
2013-12,הצפון,978,כעביה-טבאש-חג'אג'רה,220,86,134,2,218,145,216,4,10%
2013-12,הצפון,1263,כפר ורדים,49,23,26,21,28,5,47,1,2%
2013-12,הצפון,507,כפר יאסיף,506,208,298,6,500,411,497,7,10%
2013-12,הצפון,508,כפר כמא,68,26,42,2,66,34,67,0,4%
2013-12,הצפון,509,כפר כנא,1158,451,707,19,1139,1021,1107,10,13%
2013-12,הצפון,510,כפר מנדא,993,458,535,11,982,744,964,3,14%
2013-12,הצפון,47,כפר תבור,44,19,25,6,38,2,41,1,2%
2013-12,הצפון,1139,כרמיאל,1793,701,1092,305,1488,887,1696,55,7%
2013-12,הצפון,481,מגאר,1422,566,856,15,1407,1250,1396,11,16%
2013-12,הצפון,516,מג'ד אל-כרום,564,257,307,3,561,448,558,17,9%
2013-12,הצפון,874,מגדל העמק,1067,439,628,55,1012,449,957,84,7%
2013-12,הצפון,4201,מג'דל שמס,497,184,313,11,486,413,483,3,10%
2013-12,הצפון,517,מזרעה,178,67,111,5,173,141,176,7,9%
2013-12,הצפון,4203,מסעדה,207,75,132,1,206,168,206,0,13%
2013-12,הצפון,518,מעיליא,57,27,30,3,54,27,57,1,4%
2013-12,הצפון,1063,מעלות-תרשיחא,934,451,483,83,851,537,919,36,8%
2013-12,הצפון,520,משהד,285,108,177,4,281,244,278,6,9%
2013-12,הצפון,9100,נהרייה,2027,928,1099,173,1854,1207,1985,71,7%
2013-12,הצפון,522,נחף,411,189,222,7,404,335,406,16,9%
2013-12,הצפון,7300,נצרת,3309,1440,1869,85,3224,2589,3254,31,10%
2013-12,הצפון,1061,נצרת עילית,1878,828,1050,157,1721,1071,1711,88,7%
2013-12,הצפון,525,סאג'ור,114,46,68,1,113,75,112,2,7%
2013-12,הצפון,7500,סח'נין,2073,897,1176,16,2057,1762,2066,12,15%
2013-12,הצפון,4501,ע'ג'ר,96,44,52,0,96,69,96,2,10%
2013-12,הצפון,530,עיילבון,217,87,130,3,214,151,214,1,8%
2013-12,הצפון,511,עילוט,317,126,191,3,314,258,313,0,12%
2013-12,הצפון,532,עין מאהל,597,267,330,10,587,491,575,7,12%
2013-12,הצפון,7600,עכו,3287,1495,1792,97,3190,2462,3205,61,12%
2013-12,הצפון,7700,עפולה,1805,778,1027,176,1629,848,1713,80,7%
2013-12,הצפון,531,עראבה,1481,597,884,19,1462,1290,1473,8,15%
2013-12,הצפון,535,פסוטה,128,55,73,7,121,90,127,3,8%
2013-12,הצפון,536,פקיעין (בוקייעה),125,65,60,5,120,84,124,2,5%
2013-12,הצפון,8000,צפת,1540,816,724,68,1472,1130,1484,32,11%
2013-12,הצפון,4100,קצרין,206,85,121,20,186,96,203,6,5%
2013-12,הצפון,2800,קריית שמונה,928,422,506,41,887,374,894,49,7%
2013-12,הצפון,543,ראמה,344,129,215,11,333,256,332,2,9%
2013-12,הצפון,26,ראש פינה,54,14,40,12,42,21,51,1,3%
2013-12,הצפון,542,ריינה,709,295,414,8,701,581,687,9,10%
2013-12,הצפון,122,רמת ישי,110,42,68,28,82,12,107,3,3%
2013-12,הצפון,913,שבלי - אום אל-גנם,268,134,134,6,262,165,264,4,10%
2013-12,הצפון,812,שלומי,273,116,157,12,261,151,267,13,7%
2013-12,הצפון,538,שעב,530,219,311,1,529,465,529,1,18%
2013-12,הצפון,8800,שפרעם,2071,813,1258,30,2041,1722,2045,46,12%
2013-12,חיפה,2710,אום אל-פחם,3849,1560,2289,19,3830,3308,3778,21,19%
2013-12,חיפה,1020,אור עקיבא,634,265,369,40,594,223,611,26,6%
2013-12,חיפה,6000,באקה אל-גרביה,779,372,407,4,775,484,771,28,7%
2013-12,חיפה,9800,בנימינה-גבעת עדה*,243,92,151,57,186,69,242,0,4%
2013-12,חיפה,1326,"בסמ""ה",434,181,253,3,431,360,430,2,11%
2013-12,חיפה,541,ג'סר א-זרקא,421,230,191,0,421,306,418,3,7%
2013-12,חיפה,628,ג'ת,284,141,143,13,271,162,281,5,6%
2013-12,חיפה,494,דאלית אל-כרמל,523,225,298,11,512,297,513,7,7%
2013-12,חיפה,9300,זכרון יעקב,275,120,155,58,217,56,274,2,3%
2013-12,חיפה,6500,חדרה,2610,1108,1502,266,2344,999,2521,65,5%
2013-12,חיפה,4000,חיפה,6882,3299,3583,1115,5767,3669,6676,206,5%
2013-12,חיפה,1247,חריש,25,13,12,4,21,9,21,1,1%
2013-12,חיפה,2100,טירת כרמל,757,360,397,19,738,472,742,23,7%
2013-12,חיפה,654,כפר קרע,441,192,249,7,434,258,437,12,5%
2013-12,חיפה,1327,מעלה עירון,956,378,578,5,951,818,949,4,17%
2013-12,חיפה,2500,נשר,499,238,261,87,412,212,488,13,4%
2013-12,חיפה,534,עספיא,343,148,195,12,331,180,336,4,6%
2013-12,חיפה,637,ערערה,628,241,387,6,622,425,615,12,8%
2013-12,חיפה,537,פוריידיס,439,223,216,7,432,280,434,2,8%
2013-12,חיפה,7800,פרדס חנה-כרכור,885,406,479,110,775,281,872,16,4%
2013-12,חיפה,6800,קריית אתא,1758,800,958,131,1627,949,1731,55,6%
2013-12,חיפה,9500,קריית ביאליק,1180,494,686,134,1046,598,1167,38,5%
2013-12,חיפה,2300,קריית טבעון,193,95,98,60,133,43,190,4,2%
2013-12,חיפה,9600,קריית ים,1601,752,849,132,1469,965,1575,55,7%
2013-12,חיפה,8200,קריית מוצקין,1087,469,618,146,941,520,1069,32,5%
2013-12,חיפה,922,רכסים,145,62,83,7,138,79,139,1,4%
2013-12,ירושלים,472,אבו גוש,259,130,129,7,252,186,259,3,9%
2013-12,ירושלים,2610,בית שמש,1387,642,745,82,1305,556,1339,36,4%
2013-12,ירושלים,3000,ירושלים,12225,5567,6658,1296,10929,7316,12016,170,4%
2013-12,ירושלים,1015,מבשרת ציון,384,184,200,59,325,168,381,7,3%
2013-12,ירושלים,1137,קריית יערים,39,20,19,4,35,19,38,0,3%
2013-12,תל אביב,2400,אור יהודה,864,427,437,31,833,275,823,44,4%
2013-12,תל אביב,565,אזור,187,104,83,25,162,31,185,4,3%
2013-12,תל אביב,6100,בני ברק,2372,1205,1167,95,2277,1358,2303,45,4%
2013-12,תל אביב,6200,בת ים,3492,1690,1802,375,3117,1305,3370,90,5%
2013-12,תל אביב,6300,גבעתיים,765,349,416,260,505,112,755,2,3%
2013-12,תל אביב,6400,הרצלייה,1131,488,643,250,881,41,1109,31,2%
2013-12,תל אביב,6600,חולון,3332,1549,1783,414,2918,854,3252,90,3%
2013-12,תל אביב,2620,קריית אונו,439,193,246,89,350,47,431,4,2%
2013-12,תל אביב,8600,רמת גן,2264,1081,1183,550,1714,492,2223,21,3%
2013-12,תל אביב,2650,רמת השרון,391,170,221,108,283,7,385,3,2%
2013-12,תל אביב,5000,תל אביב -יפו,8323,4069,4254,2092,6231,2453,8177,149,3%
2014-01,אזור יהודה והשומרון,3760,אורנית,114,49,65,42,72,3,113,0,2%
2014-01,אזור יהודה והשומרון,3750,אלפי מנשה,104,49,55,18,86,2,104,0,2%
2014-01,אזור יהודה והשומרון,3560,אלקנה,33,16,17,14,19,1,33,1,2%
2014-01,אזור יהודה והשומרון,3650,אפרת,98,50,48,28,70,4,98,0,2%
2014-01,אזור יהודה והשומרון,3570,אריאל,375,174,201,53,322,85,370,2,4%
2014-01,אזור יהודה והשומרון,3574,בית אל,54,19,35,12,42,13,54,1,2%
2014-01,אזור יהודה והשומרון,3652,בית אריה,61,22,39,11,50,4,60,2,2%
2014-01,אזור יהודה והשומרון,3780,ביתר עילית,530,238,292,7,523,215,524,5,4%
2014-01,אזור יהודה והשומרון,3730,גבעת זאב,187,84,103,44,143,39,184,3,2%
2014-01,אזור יהודה והשומרון,3769,הר אדר,33,16,17,12,21,3,33,0,2%
2014-01,אזור יהודה והשומרון,3797,מודיעין עילית,421,169,252,25,396,92,405,10,3%
2014-01,אזור יהודה והשומרון,3616,מעלה אדומים,747,318,429,57,690,224,735,14,4%
2014-01,אזור יהודה והשומרון,3660,עמנואל,77,44,33,0,77,50,74,0,7%
2014-01,אזור יהודה והשומרון,3557,קדומים,34,17,17,11,23,9,34,0,2%
2014-01,אזור יהודה והשומרון,3611,קריית ארבע,111,53,58,11,100,61,110,4,3%
2014-01,אזור יהודה והשומרון,3640,קרני שומרון,93,53,40,12,81,11,91,3,2%
2014-01,הדרום,31,אופקים,1334,575,759,73,1261,860,1304,53,10%
2014-01,הדרום,2600,אילת,1642,750,892,44,1598,581,1611,53,5%
2014-01,הדרום,70,אשדוד,6916,2915,4001,709,6207,3470,6765,198,6%
2014-01,הדרום,7100,אשקלון,4410,1836,2574,352,4058,2327,4103,118,6%
2014-01,הדרום,9000,באר שבע,7426,3344,4082,840,6586,4430,7164,213,7%
2014-01,הדרום,2200,דימונה,2155,994,1161,121,2034,1360,2083,72,11%
2014-01,הדרום,1303,חורה,820,358,462,3,817,749,810,0,20%
2014-01,הדרום,831,ירוחם,478,233,245,15,463,268,458,19,10%
2014-01,הדרום,1059,כסיפה,1035,438,597,2,1033,914,1025,6,22%
2014-01,הדרום,1271,להבים,61,28,33,27,34,5,61,2,2%
2014-01,הדרום,1060,לקיה,1015,461,554,0,1015,950,1007,2,24%
2014-01,הדרום,1268,מיתר,68,31,37,21,47,5,64,2,2%
2014-01,הדרום,99,מצפה רמון,262,109,153,10,252,172,249,8,10%
2014-01,הדרום,246,נתיבות,1051,485,566,45,1006,551,1009,40,7%
2014-01,הדרום,666,עומר,60,27,33,18,42,7,60,0,1%
2014-01,הדרום,2560,ערד,949,448,501,90,859,443,902,39,7%
2014-01,הדרום,1192,ערערה-בנגב,1010,426,584,2,1008,932,1001,11,24%
2014-01,הדרום,2630,קריית גת,2248,951,1297,120,2128,1299,2186,44,8%
2014-01,הדרום,1034,קריית מלאכי,1300,607,693,28,1272,743,1259,83,11%
2014-01,הדרום,1161,רהט,3299,1396,1903,6,3293,2838,3276,60,17%
2014-01,הדרום,1286,שגב-שלום,559,219,340,1,558,477,552,2,21%
2014-01,הדרום,1031,שדרות,1121,528,593,44,1077,650,1078,17,8%
2014-01,הדרום,1054,תל שבע,1258,624,634,0,1258,1144,1241,6,25%
2014-01,המרכז,182,אבן יהודה,178,76,102,62,116,20,176,2,3%
2014-01,המרכז,41,אליכין,65,34,31,6,59,19,61,2,3%
2014-01,המרכז,1309,אלעד,417,201,216,25,392,105,409,5,3%
2014-01,המרכז,2530,באר יעקב,271,114,157,59,212,62,268,3,3%
2014-01,המרכז,466,בית דגן,116,68,48,19,97,40,115,1,3%
2014-01,המרכז,1066,"בני עי""ש",178,76,102,16,162,71,177,2,4%
2014-01,המרכז,681,גבעת שמואל,292,140,152,84,208,61,283,5,2%
2014-01,המרכז,2550,גדרה,387,157,230,61,326,110,381,5,3%
2014-01,המרכז,627,ג'לג'וליה,95,47,48,1,94,49,94,1,3%
2014-01,המרכז,166,גן יבנה,375,157,218,43,332,96,371,4,3%
2014-01,המרכז,229,גני תקווה,219,101,118,56,163,25,215,3,3%
2014-01,המרכז,9700,הוד השרון,715,318,397,213,502,76,705,2,2%
2014-01,המרכז,1290,זמר,191,63,128,0,191,127,190,15,6%
2014-01,המרכז,2730,טייבה,2080,914,1166,14,2066,1756,1969,35,11%
2014-01,המרכז,2720,טירה,355,173,182,8,347,176,345,10,3%
2014-01,המרכז,2660,יבנה,949,438,511,88,861,355,928,22,4%
2014-01,המרכז,9400,יהוד,570,242,328,87,483,86,552,17,3%
2014-01,המרכז,1224,כוכב יאיר,99,41,58,43,56,0,98,1,2%
2014-01,המרכז,633,כפר ברא,31,18,13,1,30,16,30,0,2%
2014-01,המרכז,168,כפר יונה,332,164,168,60,272,65,329,5,3%
2014-01,המרכז,6900,כפר סבא,1297,599,698,347,950,174,1280,22,2%
2014-01,המרכז,634,כפר קאסם,271,142,129,4,267,147,266,4,3%
2014-01,המרכז,7000,לוד,2273,1053,1220,148,2125,1217,2245,45,6%
2014-01,המרכז,1200,מודיעין-מכבים-רעות*,1079,478,601,319,760,66,1048,20,2%
2014-01,המרכז,28,מזכרת בתיה,159,73,86,32,127,34,157,1,2%
2014-01,המרכז,7200,נס ציונה,753,332,421,168,585,213,743,8,3%
2014-01,המרכז,7400,נתניה,4633,2204,2429,583,4050,1641,4528,98,4%
2014-01,המרכז,587,סביון*,25,6,19,9,16,0,25,0,1%
2014-01,המרכז,171,פרדסייה,91,43,48,16,75,8,91,0,3%
2014-01,המרכז,7900,פתח תקווה,4236,1893,2343,811,3425,1091,4166,36,3%
2014-01,המרכז,195,קדימה-צורן,248,106,142,69,179,43,246,1,2%
2014-01,המרכז,638,קלנסווה,851,349,502,4,847,691,802,14,9%
2014-01,המרכז,469,קריית עקרון,327,157,170,22,305,147,321,7,5%
2014-01,המרכז,2640,ראש העין,798,405,393,91,707,176,783,16,3%
2014-01,המרכז,8300,ראשון לציון,4498,2076,2422,781,3717,1384,4461,102,3%
2014-01,המרכז,8400,רחובות,2684,1204,1480,496,2188,1019,2613,46,4%
2014-01,המרכז,8500,רמלה,1884,910,974,104,1780,767,1822,53,5%
2014-01,המרכז,8700,רעננה,840,414,426,276,564,69,833,7,2%
2014-01,המרכז,1304,שוהם,189,82,107,81,108,8,188,0,2%
2014-01,המרכז,154,תל מונד,154,65,89,57,97,20,153,2,2%
2014-01,הצפון,473,אבו סנאן,732,298,434,5,727,593,728,11,12%
2014-01,הצפון,478,אכסאל,535,235,300,14,521,456,529,1,9%
2014-01,הצפון,529,אעבלין,640,254,386,5,635,523,637,5,11%
2014-01,הצפון,482,בועיינה-נוג'ידאת,422,177,245,4,418,344,410,7,11%
2014-01,הצפון,4001,בוקעאתא,416,164,252,3,413,348,399,0,15%
2014-01,הצפון,998,ביר אל-מכסור,443,181,262,2,441,333,440,6,12%
2014-01,הצפון,480,בית ג'ן,414,131,283,8,406,315,401,2,8%
2014-01,הצפון,9200,בית שאן,869,379,490,10,859,427,839,53,8%
2014-01,הצפון,944,בסמת טבעון,228,109,119,3,225,167,225,1,7%
2014-01,הצפון,483,בענה,394,157,237,4,390,335,391,8,12%
2014-01,הצפון,1292,ג'דיידה-מכר,1484,642,842,8,1476,1249,1472,41,16%
2014-01,הצפון,485,ג'ולס,216,68,148,1,215,154,216,1,7%
2014-01,הצפון,487,ג'ש (גוש חלב),75,38,37,1,74,35,75,4,5%
2014-01,הצפון,489,דבורייה,415,179,236,14,401,322,412,3,10%
2014-01,הצפון,490,דייר אל-אסד,404,166,238,10,394,329,401,6,8%
2014-01,הצפון,492,דייר חנא,678,308,370,15,663,491,676,4,14%
2014-01,הצפון,975,זרזיר,308,149,159,2,306,204,298,9,10%
2014-01,הצפון,496,חורפיש,111,44,67,7,104,59,108,1,4%
2014-01,הצפון,2034,חצור הגלילית,340,148,192,13,327,148,311,16,7%
2014-01,הצפון,6700,טבריה,1886,852,1034,69,1817,1102,1629,63,8%
2014-01,הצפון,962,טובא-זנגרייה,379,173,206,2,377,250,366,3,12%
